municipality_code,municipality,date,population_density,population,area_m2
08127056GEMI,Michelbach an der Bilz,2022-12-31,189,3343,17681406
08127056GEMI,Michelbach an der Bilz,2023-12-31,187,3310,17681405
08127056GEMI,Michelbach an der Bilz,2024-12-31,188,3325,17681402
08127059GEMI,Michelfeld,2022-12-31,107,3753,35232204
08127059GEMI,Michelfeld,2023-12-31,107,3785,35232196
08127059GEMI,Michelfeld,2024-12-31,106,3720,35232197
08127062GEMI,Oberrot,2022-12-31,91,3462,37937146
08127062GEMI,Oberrot,2023-12-31,91,3434,37937146
08127062GEMI,Oberrot,2024-12-31,92,3476,37937100
08127063GEMI,Obersontheim,2022-12-31,98,5348,54841444
08127063GEMI,Obersontheim,2023-12-31,98,5389,54841441
08127063GEMI,Obersontheim,2024-12-31,98,5355,54841445
08127071GEMI,Rot am See,2022-12-31,74,5552,74801134
08127071GEMI,Rot am See,2023-12-31,75,5627,74801128
08127071GEMI,Rot am See,2024-12-31,74,5531,74800863
08127073GEMI,Satteldorf,2022-12-31,121,5611,46207185
08127073GEMI,Satteldorf,2023-12-31,124,5717,46207187
08127073GEMI,Satteldorf,2024-12-31,123,5703,46207180
